V1	V2
1154	76319at7147	db1b
1155	76321at7147	db1b
1156	76547at7147	db1b
1157	76635at7147	db1b
1158	76767at7147	db1b
1159	76836at7147	db1b
1160	76913at7147	db1b
1161	76919at7147	db1b
1162	76952at7147	db1b
1163	7798at7147	db1b
1164	8365at7147	db1b
1165	90783at7147	db1b
1166	96920at7147	db1b
1167	98857at7147	db1b
1168	9938at7147	db1b
1169	100567at7147	db2b
1170	1078at7147	db2b
1171	111315at7147	db2b
1172	11343at7147	db2b
1173	11421at7147	db2b
1174	11534at7147	db2b
1175	119241at7147	db2b
1176	122970at7147	db2b
1177	123956at7147	db2b
1178	12492at7147	db2b
1179	13056at7147	db2b
1180	132604at7147	db2b
1181	133148at7147	db2b
1182	133899at7147	db2b
1183	133939at7147	db2b
1184	13883at7147	db2b
1185	146390at7147	db2b
1186	146574at7147	db2b
1187	148008at7147	db2b
1188	149542at7147	db2b
1189	152146at7147	db2b
1190	153357at7147	db2b
1191	153799at7147	db2b
1192	15390at7147	db2b
1193	15468at7147	db2b
1194	161437at7147	db2b
1195	162217at7147	db2b
1196	162310at7147	db2b
1197	163838at7147	db2b
1198	164044at7147	db2b
1199	164312at7147	db2b
1200	164431at7147	db2b
1201	164767at7147	db2b
1202	165107at7147	db2b
1203	165182at7147	db2b
1204	165211at7147	db2b
1205	165293at7147	db2b
1206	165666at7147	db2b
1207	165864at7147	db2b
1208	166172at7147	db2b
1209	166186at7147	db2b
1210	166329at7147	db2b
1211	166642at7147	db2b
1212	167285at7147	db2b
1213	168094at7147	db2b
1214	16873at7147	db2b
1215	168971at7147	db2b
1216	169119at7147	db2b
1217	169175at7147	db2b
1218	169351at7147	db2b
1219	171662at7147	db2b
1220	172362at7147	db2b
1221	172797at7147	db2b
1222	173146at7147	db2b
1223	173539at7147	db2b
1224	173828at7147	db2b
1225	174772at7147	db2b
1226	175249at7147	db2b
1227	176599at7147	db2b
1228	178820at7147	db2b
1229	179363at7147	db2b
1230	179461at7147	db2b
1231	18006at7147	db2b
1232	181020at7147	db2b
1233	184187at7147	db2b
1234	186042at7147	db2b
1235	187010at7147	db2b
1236	188824at7147	db2b
1237	191479at7147	db2b
1238	191941at7147	db2b
1239	191981at7147	db2b
1240	192411at7147	db2b
1241	192573at7147	db2b
1242	194345at7147	db2b
1243	194600at7147	db2b
1244	194811at7147	db2b
1245	196989at7147	db2b
1246	197174at7147	db2b
1247	198148at7147	db2b
1248	200445at7147	db2b
1249	200486at7147	db2b
1250	200534at7147	db2b
1251	200550at7147	db2b
1252	200668at7147	db2b
1253	200880at7147	db2b
1254	201766at7147	db2b
1255	202039at7147	db2b
1256	202451at7147	db2b
1257	202479at7147	db2b
1258	203057at7147	db2b
1259	203671at7147	db2b
1260	2041at7147	db2b
1261	204348at7147	db2b
1262	205395at7147	db2b
1263	206125at7147	db2b
1264	207163at7147	db2b
1265	208522at7147	db2b
1266	209237at7147	db2b
1267	209356at7147	db2b
1268	211769at7147	db2b
1269	21190at7147	db2b
1270	211944at7147	db2b
1271	212446at7147	db2b
1272	213045at7147	db2b
1273	213406at7147	db2b
1274	215373at7147	db2b
1275	215518at7147	db2b
1276	217553at7147	db2b
1277	217997at7147	db2b
1278	218193at7147	db2b
1279	219080at7147	db2b
1280	219991at7147	db2b
1281	220058at7147	db2b
1282	220289at7147	db2b
1283	22334at7147	db2b
1284	223865at7147	db2b
1285	224146at7147	db2b
1286	226750at7147	db2b
1287	226864at7147	db2b
1288	228058at7147	db2b
1289	229026at7147	db2b
1290	229153at7147	db2b
1291	229842at7147	db2b
1292	230093at7147	db2b
1293	2304at7147	db2b
1294	230730at7147	db2b
1295	230735at7147	db2b
1296	230928at7147	db2b
1297	231038at7147	db2b
1298	231059at7147	db2b
1299	23190at7147	db2b
1300	232153at7147	db2b
1301	232669at7147	db2b
1302	232966at7147	db2b
1303	233694at7147	db2b
1304	233903at7147	db2b
1305	235193at7147	db2b
1306	235326at7147	db2b
1307	235351at7147	db2b
1308	236451at7147	db2b
1309	237199at7147	db2b
1310	237417at7147	db2b
1311	238006at7147	db2b
1312	238635at7147	db2b
1313	239201at7147	db2b
1314	240382at7147	db2b
1315	240430at7147	db2b
1316	240652at7147	db2b
1317	242339at7147	db2b
1318	242811at7147	db2b
1319	242925at7147	db2b
1320	244169at7147	db2b
1321	244396at7147	db2b
1322	244473at7147	db2b
1323	245279at7147	db2b
1324	246773at7147	db2b
1325	247353at7147	db2b
1326	24767at7147	db2b
1327	248591at7147	db2b
1328	249041at7147	db2b
1329	25034at7147	db2b
1330	250929at7147	db2b
1331	252971at7147	db2b
1332	253768at7147	db2b
1333	254384at7147	db2b
1334	254635at7147	db2b
1335	257387at7147	db2b
1336	257716at7147	db2b
1337	257837at7147	db2b
1338	257854at7147	db2b
1339	257907at7147	db2b
1340	258363at7147	db2b
1341	258674at7147	db2b
1342	259057at7147	db2b
1343	260600at7147	db2b
1344	261416at7147	db2b
1345	261520at7147	db2b
1346	261824at7147	db2b
1347	263209at7147	db2b
1348	264083at7147	db2b
1349	26452at7147	db2b
1350	265104at7147	db2b
1351	265202at7147	db2b
1352	265407at7147	db2b
1353	265429at7147	db2b
1354	265585at7147	db2b
1355	265927at7147	db2b
1356	266537at7147	db2b
1357	266611at7147	db2b
1358	267016at7147	db2b
1359	267663at7147	db2b
1360	268359at7147	db2b
1361	268929at7147	db2b
1362	269959at7147	db2b
1363	270784at7147	db2b
1364	271478at7147	db2b
1365	272339at7147	db2b
1366	275948at7147	db2b
1367	277982at7147	db2b
1368	278025at7147	db2b
1369	278117at7147	db2b
1370	278779at7147	db2b
1371	279432at7147	db2b
1372	280052at7147	db2b
1373	281298at7147	db2b
1374	281723at7147	db2b
1375	282303at7147	db2b
1376	283834at7147	db2b
1377	286165at7147	db2b
1378	286254at7147	db2b
1379	28627at7147	db2b
1380	286906at7147	db2b
1381	287072at7147	db2b
1382	287354at7147	db2b
1383	289242at7147	db2b
1384	290143at7147	db2b
1385	290525at7147	db2b
1386	293473at7147	db2b
1387	293805at7147	db2b
1388	294623at7147	db2b
1389	295098at7147	db2b
1390	295139at7147	db2b
1391	295160at7147	db2b
1392	296691at7147	db2b
1393	297775at7147	db2b
1394	297900at7147	db2b
1395	297964at7147	db2b
1396	298052at7147	db2b
1397	299208at7147	db2b
1398	299616at7147	db2b
1399	299672at7147	db2b
1400	29993at7147	db2b
1401	300251at7147	db2b
1402	300375at7147	db2b
1403	301098at7147	db2b
1404	30121at7147	db2b
1405	301697at7147	db2b
1406	301800at7147	db2b
1407	302392at7147	db2b
1408	304636at7147	db2b
1409	305990at7147	db2b
1410	306812at7147	db2b
1411	308330at7147	db2b
1412	308691at7147	db2b
1413	308713at7147	db2b
1414	309117at7147	db2b
1415	309142at7147	db2b
1416	309374at7147	db2b
1417	309819at7147	db2b
1418	310180at7147	db2b
1419	310363at7147	db2b
1420	311066at7147	db2b
1421	311102at7147	db2b
1422	311392at7147	db2b
1423	314920at7147	db2b
1424	314998at7147	db2b
1425	315304at7147	db2b
1426	315625at7147	db2b
1427	315861at7147	db2b
1428	316175at7147	db2b
1429	317194at7147	db2b
1430	317239at7147	db2b
1431	318146at7147	db2b
1432	319234at7147	db2b
1433	320147at7147	db2b
1434	320658at7147	db2b
1435	321224at7147	db2b
1436	322025at7147	db2b
1437	322611at7147	db2b
1438	323400at7147	db2b
1439	32370at7147	db2b
1440	324790at7147	db2b
1441	325919at7147	db2b
1442	326071at7147	db2b
1443	326721at7147	db2b
1444	327612at7147	db2b
1445	327836at7147	db2b
1446	329105at7147	db2b
1447	331266at7147	db2b
1448	331691at7147	db2b
1449	331818at7147	db2b
1450	332050at7147	db2b
1451	332841at7147	db2b
1452	3333at7147	db2b
1453	333462at7147	db2b
1454	333985at7147	db2b
1455	334042at7147	db2b
1456	336431at7147	db2b
1457	337892at7147	db2b
1458	338219at7147	db2b
1459	338571at7147	db2b
1460	339009at7147	db2b
1461	343818at7147	db2b
1462	34395at7147	db2b
1463	345440at7147	db2b
1464	34735at7147	db2b
1465	348910at7147	db2b
1466	34946at7147	db2b
1467	350442at7147	db2b
1468	350615at7147	db2b
1469	351734at7147	db2b
1470	351922at7147	db2b
1471	352487at7147	db2b
1472	35404at7147	db2b
1473	355156at7147	db2b
1474	356064at7147	db2b
1475	3828at7147	db2b
1476	3874at7147	db2b
1477	40450at7147	db2b
1478	40476at7147	db2b
1479	4211at7147	db2b
1480	42320at7147	db2b
1481	43439at7147	db2b
1482	4353at7147	db2b
1483	44265at7147	db2b
1484	45762at7147	db2b
1485	48504at7147	db2b
1486	54589at7147	db2b
1487	54689at7147	db2b
1488	54773at7147	db2b
1489	54778at7147	db2b
1490	54933at7147	db2b
1491	55277at7147	db2b
1492	55562at7147	db2b
1493	56026at7147	db2b
1494	56033at7147	db2b
1495	56034at7147	db2b
1496	56102at7147	db2b
1497	56193at7147	db2b
1498	56384at7147	db2b
1499	57127at7147	db2b
1500	57150at7147	db2b
1501	57383at7147	db2b
1502	57737at7147	db2b
1503	57806at7147	db2b
1504	5780at7147	db2b
1505	57939at7147	db2b
1506	57990at7147	db2b
1507	58110at7147	db2b
1508	59009at7147	db2b
1509	59288at7147	db2b
1510	59378at7147	db2b
1511	59621at7147	db2b
1512	59954at7147	db2b
1513	60048at7147	db2b
1514	60066at7147	db2b
1515	60133at7147	db2b
1516	60563at7147	db2b
1517	60628at7147	db2b
1518	60935at7147	db2b
1519	60994at7147	db2b
1520	61143at7147	db2b
1521	61249at7147	db2b
1522	61543at7147	db2b
1523	61817at7147	db2b
1524	61844at7147	db2b
1525	62130at7147	db2b
1526	62213at7147	db2b
1527	62417at7147	db2b
1528	62503at7147	db2b
1529	62529at7147	db2b
1530	62631at7147	db2b
1531	62991at7147	db2b
1532	63229at7147	db2b
1533	63235at7147	db2b
1534	63287at7147	db2b
1535	63323at7147	db2b
1536	63508at7147	db2b
1537	63652at7147	db2b
1538	63691at7147	db2b
1539	63923at7147	db2b
1540	64516at7147	db2b
1541	64630at7147	db2b
1542	65003at7147	db2b
1543	65195at7147	db2b
1544	65503at7147	db2b
1545	65654at7147	db2b
1546	65711at7147	db2b
1547	65727at7147	db2b
1548	65808at7147	db2b
1549	65973at7147	db2b
1550	66108at7147	db2b
1551	66209at7147	db2b
1552	66225at7147	db2b
1553	66230at7147	db2b
1554	66326at7147	db2b
1555	66330at7147	db2b
1556	66607at7147	db2b
1557	66640at7147	db2b
1558	66929at7147	db2b
1559	67233at7147	db2b
1560	67442at7147	db2b
1561	67469at7147	db2b
1562	67520at7147	db2b
1563	67830at7147	db2b
1564	68211at7147	db2b
1565	68571at7147	db2b
1566	68803at7147	db2b
1567	68865at7147	db2b
1568	69011at7147	db2b
1569	69590at7147	db2b
1570	69712at7147	db2b
1571	69759at7147	db2b
1572	69898at7147	db2b
1573	69972at7147	db2b
1574	70108at7147	db2b
1575	70430at7147	db2b
1576	70523at7147	db2b
1577	70607at7147	db2b
1578	70645at7147	db2b
1579	71179at7147	db2b
1580	71324at7147	db2b
1581	71581at7147	db2b
1582	71816at7147	db2b
1583	71839at7147	db2b
1584	72039at7147	db2b
1585	72252at7147	db2b
1586	72700at7147	db2b
1587	72727at7147	db2b
1588	72972at7147	db2b
1589	73317at7147	db2b
1590	73663at7147	db2b
1591	73704at7147	db2b
1592	73771at7147	db2b
1593	73847at7147	db2b
1594	73888at7147	db2b
1595	74100at7147	db2b
1596	74268at7147	db2b
1597	74390at7147	db2b
1598	74620at7147	db2b
1599	74673at7147	db2b
1600	74813at7147	db2b
1601	74942at7147	db2b
1602	75174at7147	db2b
1603	75308at7147	db2b
1604	75386at7147	db2b
1605	75433at7147	db2b
1606	75497at7147	db2b
1607	75872at7147	db2b
1608	75970at7147	db2b
1609	76025at7147	db2b
1610	76158at7147	db2b
1611	76205at7147	db2b
1612	76327at7147	db2b
1613	76347at7147	db2b
1614	76361at7147	db2b
1615	76416at7147	db2b
1616	76553at7147	db2b
1617	76554at7147	db2b
1618	76630at7147	db2b
1619	76920at7147	db2b
1620	77182at7147	db2b
1621	77199at7147	db2b
1622	77242at7147	db2b
1623	87700at7147	db2b
1624	8933at7147	db2b
1625	9125at7147	db2b
1626	91715at7147	db2b
1627	9394at7147	db2b
1628	962at7147	db2b
1629	99488at7147	db2b
1630	103170at7147	db2a
1631	10443at7147	db2a
1632	105213at7147	db2a
1633	105665at7147	db2a
1634	121971at7147	db2a
1635	122812at7147	db2a
1636	134214at7147	db2a
1637	137178at7147	db2a
1638	14054at7147	db2a
1639	14368at7147	db2a
1640	143893at7147	db2a
1641	144236at7147	db2a
1642	150963at7147	db2a
1643	15597at7147	db2a
1644	15956at7147	db2a
1645	162010at7147	db2a
1646	162907at7147	db2a
1647	163506at7147	db2a
1648	163725at7147	db2a
1649	163957at7147	db2a
1650	166761at7147	db2a
1651	166881at7147	db2a
1652	168077at7147	db2a
1653	168081at7147	db2a
1654	168424at7147	db2a
1655	168829at7147	db2a
1656	168990at7147	db2a
1657	175715at7147	db2a
1658	175942at7147	db2a
1659	176148at7147	db2a
1660	176314at7147	db2a
1661	176480at7147	db2a
1662	176618at7147	db2a
1663	177041at7147	db2a
1664	179198at7147	db2a
1665	180254at7147	db2a
1666	186069at7147	db2a
1667	187437at7147	db2a
1668	190060at7147	db2a
1669	190150at7147	db2a
1670	190309at7147	db2a
1671	191072at7147	db2a
1672	191396at7147	db2a
1673	193949at7147	db2a
1674	196974at7147	db2a
1675	19750at7147	db2a
1676	197569at7147	db2a
1677	198230at7147	db2a
1678	199997at7147	db2a
1679	202525at7147	db2a
1680	20309at7147	db2a
1681	203576at7147	db2a
1682	204443at7147	db2a
1683	204542at7147	db2a
1684	212066at7147	db2a
1685	212660at7147	db2a
1686	213523at7147	db2a
1687	214371at7147	db2a
1688	214620at7147	db2a
1689	215874at7147	db2a
1690	217586at7147	db2a
1691	217749at7147	db2a
1692	21918at7147	db2a
1693	219217at7147	db2a
1694	219976at7147	db2a
1695	22088at7147	db2a
1696	222228at7147	db2a
1697	223792at7147	db2a
1698	223939at7147	db2a
1699	225239at7147	db2a
1700	230416at7147	db2a
1701	231500at7147	db2a
1702	231889at7147	db2a
1703	231937at7147	db2a
1704	2339at7147	db2a
1705	234994at7147	db2a
1706	235403at7147	db2a
1707	236124at7147	db2a
1708	236125at7147	db2a
1709	237178at7147	db2a
1710	237217at7147	db2a
1711	237768at7147	db2a
1712	238303at7147	db2a
1713	239086at7147	db2a
1714	239878at7147	db2a
1715	241789at7147	db2a
1716	242359at7147	db2a
1717	242397at7147	db2a
1718	243486at7147	db2a
1719	244913at7147	db2a
1720	245415at7147	db2a
1721	247614at7147	db2a
1722	249036at7147	db2a
1723	250728at7147	db2a
1724	251353at7147	db2a
1725	252660at7147	db2a
1726	253354at7147	db2a
1727	253421at7147	db2a
1728	254866at7147	db2a
1729	255500at7147	db2a
1730	256046at7147	db2a
1731	256359at7147	db2a
1732	257149at7147	db2a
1733	258008at7147	db2a
1734	259017at7147	db2a
1735	259800at7147	db2a
1736	260974at7147	db2a
1737	267735at7147	db2a
1738	269444at7147	db2a
1739	271541at7147	db2a
1740	274897at7147	db2a
1741	27507at7147	db2a
1742	277262at7147	db2a
1743	277386at7147	db2a
1744	280947at7147	db2a
1745	281152at7147	db2a
1746	281157at7147	db2a
1747	283667at7147	db2a
1748	283726at7147	db2a
1749	284186at7147	db2a
1750	285973at7147	db2a
1751	288139at7147	db2a
1752	290654at7147	db2a
1753	290784at7147	db2a
1754	292205at7147	db2a
1755	292709at7147	db2a
1756	293374at7147	db2a
1757	295911at7147	db2a
1758	296394at7147	db2a
1759	296681at7147	db2a
1760	297283at7147	db2a
1761	297671at7147	db2a
1762	297946at7147	db2a
1763	299630at7147	db2a
1764	300528at7147	db2a
1765	302762at7147	db2a
1766	303297at7147	db2a
1767	303404at7147	db2a
1768	304215at7147	db2a
1769	304228at7147	db2a
1770	304895at7147	db2a
1771	305135at7147	db2a
1772	309944at7147	db2a
1773	315708at7147	db2a
1774	316390at7147	db2a
1775	318454at7147	db2a
1776	319031at7147	db2a
1777	322591at7147	db2a
1778	323798at7147	db2a
1779	32490at7147	db2a
1780	32838at7147	db2a
1781	329149at7147	db2a
1782	330890at7147	db2a
1783	331757at7147	db2a
1784	333331at7147	db2a
1785	334285at7147	db2a
1786	334639at7147	db2a
1787	334735at7147	db2a
1788	33600at7147	db2a
1789	337796at7147	db2a
1790	340173at7147	db2a
1791	340566at7147	db2a
1792	34084at7147	db2a
1793	3410at7147	db2a
1794	34193at7147	db2a
1795	344170at7147	db2a
1796	354891at7147	db2a
1797	355884at7147	db2a
1798	37445at7147	db2a
1799	38629at7147	db2a
1800	42351at7147	db2a
1801	42409at7147	db2a
1802	4421at7147	db2a
1803	46907at7147	db2a
1804	47783at7147	db2a
1805	48408at7147	db2a
1806	48981at7147	db2a
1807	49043at7147	db2a
1808	54533at7147	db2a
1809	54702at7147	db2a
1810	54994at7147	db2a
1811	55221at7147	db2a
1812	55227at7147	db2a
1813	55446at7147	db2a
1814	55520at7147	db2a
1815	56485at7147	db2a
1816	56521at7147	db2a
1817	56580at7147	db2a
1818	56611at7147	db2a
1819	57040at7147	db2a
1820	57059at7147	db2a
1821	57289at7147	db2a
1822	57446at7147	db2a
1823	57494at7147	db2a
1824	57924at7147	db2a
1825	58041at7147	db2a
1826	58228at7147	db2a
1827	58433at7147	db2a
1828	58613at7147	db2a
1829	58897at7147	db2a
1830	59353at7147	db2a
1831	59427at7147	db2a
1832	60331at7147	db2a
1833	60410at7147	db2a
1834	60611at7147	db2a
1835	6130at7147	db2a
1836	61443at7147	db2a
1837	61602at7147	db2a
1838	61709at7147	db2a
1839	62107at7147	db2a
1840	62676at7147	db2a
1841	62696at7147	db2a
1842	62725at7147	db2a
1843	62737at7147	db2a
1844	62751at7147	db2a
1845	63074at7147	db2a
1846	63928at7147	db2a
1847	64014at7147	db2a
1848	64323at7147	db2a
1849	64503at7147	db2a
1850	64707at7147	db2a
1851	64809at7147	db2a
1852	65291at7147	db2a
1853	65766at7147	db2a
1854	66030at7147	db2a
1855	66302at7147	db2a
1856	66402at7147	db2a
1857	66491at7147	db2a
1858	66519at7147	db2a
1859	66523at7147	db2a
1860	67359at7147	db2a
1861	67858at7147	db2a
1862	68192at7147	db2a
1863	68278at7147	db2a
1864	68717at7147	db2a
1865	68972at7147	db2a
1866	69149at7147	db2a
1867	69480at7147	db2a
1868	70035at7147	db2a
1869	70258at7147	db2a
1870	70418at7147	db2a
1871	70553at7147	db2a
1872	70744at7147	db2a
1873	70886at7147	db2a
1874	70912at7147	db2a
1875	70943at7147	db2a
1876	71088at7147	db2a
1877	71118at7147	db2a
1878	71635at7147	db2a
1879	71675at7147	db2a
1880	71970at7147	db2a
1881	72282at7147	db2a
1882	72338at7147	db2a
1883	72447at7147	db2a
1884	72948at7147	db2a
1885	73281at7147	db2a
1886	73512at7147	db2a
1887	73625at7147	db2a
1888	73632at7147	db2a
1889	73731at7147	db2a
1890	73909at7147	db2a
1891	73993at7147	db2a
1892	74200at7147	db2a
1893	74295at7147	db2a
1894	7470at7147	db2a
1895	74832at7147	db2a
1896	74840at7147	db2a
1897	75038at7147	db2a
1898	75999at7147	db2a
1899	76044at7147	db2a
1900	76904at7147	db2a
1901	7764at7147	db2a
1902	87043at7147	db2a
1903	97395at7147	db2a
1904	98282at7147	db2a
1905	994at7147	db2a
1906	100019at7147	db3a
1907	10407at7147	db3a
1908	10456at7147	db3a
1909	10522at7147	db3a
1910	105345at7147	db3a
1911	1072at7147	db3a
1912	107932at7147	db3a
1913	11457at7147	db3a
1914	116302at7147	db3a
1915	11874at7147	db3a
1916	1247at7147	db3a
1917	12531at7147	db3a
1918	13145at7147	db3a
1919	133728at7147	db3a
1920	13808at7147	db3a
1921	142673at7147	db3a
1922	14376at7147	db3a
1923	14513at7147	db3a
1924	145278at7147	db3a
1925	149858at7147	db3a
1926	156252at7147	db3a
1927	161871at7147	db3a
1928	161996at7147	db3a
1929	162125at7147	db3a
1930	162812at7147	db3a
1931	162892at7147	db3a
1932	163419at7147	db3a
1933	163715at7147	db3a
1934	163805at7147	db3a
1935	164342at7147	db3a
1936	164400at7147	db3a
1937	164964at7147	db3a
1938	165522at7147	db3a
1939	165541at7147	db3a
1940	165659at7147	db3a
1941	165803at7147	db3a
1942	166453at7147	db3a
1943	166675at7147	db3a
1944	166933at7147	db3a
1945	167066at7147	db3a
1946	167536at7147	db3a
1947	167580at7147	db3a
1948	167851at7147	db3a
1949	168223at7147	db3a
1950	168538at7147	db3a
1951	168836at7147	db3a
1952	168968at7147	db3a
1953	169297at7147	db3a
1954	169345at7147	db3a
1955	172172at7147	db3a
1956	174026at7147	db3a
1957	174922at7147	db3a
1958	17528at7147	db3a
1959	175402at7147	db3a
1960	175405at7147	db3a
1961	17630at7147	db3a
1962	176512at7147	db3a
1963	17672at7147	db3a
1964	177120at7147	db3a
1965	178178at7147	db3a
1966	181362at7147	db3a
1967	181802at7147	db3a
1968	182157at7147	db3a
1969	182257at7147	db3a
1970	183177at7147	db3a
1971	183669at7147	db3a
1972	183899at7147	db3a
1973	184147at7147	db3a
1974	184401at7147	db3a
1975	184601at7147	db3a
1976	184647at7147	db3a
1977	185073at7147	db3a
1978	18515at7147	db3a
1979	185704at7147	db3a
1980	185835at7147	db3a
1981	186300at7147	db3a
1982	186358at7147	db3a
1983	186970at7147	db3a
1984	187453at7147	db3a
1985	187621at7147	db3a
1986	189734at7147	db3a
1987	190305at7147	db3a
1988	191269at7147	db3a
1989	191962at7147	db3a
1990	192335at7147	db3a
1991	192597at7147	db3a
1992	193077at7147	db3a
1993	193108at7147	db3a
1994	193652at7147	db3a
1995	194578at7147	db3a
1996	194890at7147	db3a
1997	195477at7147	db3a
1998	195531at7147	db3a
1999	195977at7147	db3a
2000	196269at7147	db3a
2001	19684at7147	db3a
2002	197375at7147	db3a
2003	197539at7147	db3a
2004	197875at7147	db3a
2005	19787at7147	db3a
2006	199405at7147	db3a
2007	200590at7147	db3a
2008	200695at7147	db3a
2009	201178at7147	db3a
2010	202441at7147	db3a
2011	202862at7147	db3a
2012	202970at7147	db3a
2013	203403at7147	db3a
2014	204035at7147	db3a
2015	204426at7147	db3a
2016	204476at7147	db3a
2017	205542at7147	db3a
2018	206246at7147	db3a
2019	207353at7147	db3a
2020	207803at7147	db3a
2021	207901at7147	db3a
2022	208964at7147	db3a
2023	209369at7147	db3a
2024	209540at7147	db3a
2025	210122at7147	db3a
2026	210768at7147	db3a
2027	211427at7147	db3a
2028	211985at7147	db3a
2029	213316at7147	db3a
2030	214315at7147	db3a
2031	214894at7147	db3a
2032	215748at7147	db3a
2033	215814at7147	db3a
2034	216744at7147	db3a
2035	216747at7147	db3a
2036	216784at7147	db3a
2037	216919at7147	db3a
2038	217300at7147	db3a
2039	218652at7147	db3a
2040	219621at7147	db3a
2041	219671at7147	db3a
2042	221712at7147	db3a
2043	221779at7147	db3a
2044	222040at7147	db3a
2045	222175at7147	db3a
2046	222425at7147	db3a
2047	222458at7147	db3a
2048	22255at7147	db3a
2049	222668at7147	db3a
2050	22333at7147	db3a
2051	223623at7147	db3a
2052	224474at7147	db3a
2053	224606at7147	db3a
2054	225427at7147	db3a
2055	22604at7147	db3a
2056	226641at7147	db3a
2057	227369at7147	db3a
2058	227847at7147	db3a
2059	228439at7147	db3a
2060	228725at7147	db3a
2061	229391at7147	db3a
2062	229672at7147	db3a
2063	230103at7147	db3a
2064	230818at7147	db3a
2065	231675at7147	db3a
2066	23197at7147	db3a
2067	232030at7147	db3a
2068	232552at7147	db3a
2069	232952at7147	db3a
2070	233751at7147	db3a
2071	234306at7147	db3a
2072	234367at7147	db3a
2073	235280at7147	db3a
2074	235467at7147	db3a
2075	237167at7147	db3a
2076	237752at7147	db3a
2077	23846at7147	db3a
2078	239210at7147	db3a
2079	240493at7147	db3a
2080	241788at7147	db3a
2081	242385at7147	db3a
2082	242460at7147	db3a
2083	245191at7147	db3a
2084	24557at7147	db3a
2085	246477at7147	db3a
2086	246788at7147	db3a
2087	246807at7147	db3a
2088	248087at7147	db3a
2089	248256at7147	db3a
2090	248932at7147	db3a
2091	249460at7147	db3a
2092	249524at7147	db3a
2093	250017at7147	db3a
2094	250340at7147	db3a
2095	250603at7147	db3a
2096	252527at7147	db3a
2097	252539at7147	db3a
2098	252815at7147	db3a
2099	252952at7147	db3a
2100	253068at7147	db3a
2101	253357at7147	db3a
2102	25381at7147	db3a
2103	25399at7147	db3a
2104	254308at7147	db3a
2105	254340at7147	db3a
2106	255002at7147	db3a
2107	255443at7147	db3a
2108	255991at7147	db3a
2109	256493at7147	db3a
2110	256756at7147	db3a
2111	257968at7147	db3a
2112	258018at7147	db3a
2113	258259at7147	db3a
2114	258591at7147	db3a
2115	259106at7147	db3a
2116	259201at7147	db3a
2117	25925at7147	db3a
2118	259691at7147	db3a
2119	260276at7147	db3a
2120	260626at7147	db3a
2121	261364at7147	db3a
2122	262133at7147	db3a
2123	262672at7147	db3a
2124	26270at7147	db3a
2125	262843at7147	db3a
2126	263176at7147	db3a
2127	263622at7147	db3a
2128	263809at7147	db3a
2129	263840at7147	db3a
2130	264016at7147	db3a
2131	264221at7147	db3a
2132	26431at7147	db3a
2133	264634at7147	db3a
2134	264987at7147	db3a
2135	265468at7147	db3a
2136	265480at7147	db3a
2137	265829at7147	db3a
2138	266083at7147	db3a
2139	266814at7147	db3a
2140	267189at7147	db3a
2141	26759at7147	db3a
2142	267616at7147	db3a
2143	267736at7147	db3a
2144	267760at7147	db3a
2145	267819at7147	db3a
2146	26790at7147	db3a
2147	270008at7147	db3a
2148	270255at7147	db3a
2149	270465at7147	db3a
2150	270478at7147	db3a
2151	271137at7147	db3a
2152	272043at7147	db3a
2153	272484at7147	db3a
2154	273378at7147	db3a
2155	273635at7147	db3a
2156	273986at7147	db3a
2157	274127at7147	db3a
2158	274181at7147	db3a
2159	274581at7147	db3a
2160	274711at7147	db3a
2161	275228at7147	db3a
2162	276098at7147	db3a
2163	276514at7147	db3a
2164	276755at7147	db3a
2165	279532at7147	db3a
2166	280026at7147	db3a
2167	280902at7147	db3a
2168	280924at7147	db3a
2169	281188at7147	db3a
2170	281264at7147	db3a
2171	281381at7147	db3a
2172	28266at7147	db3a
2173	282848at7147	db3a
2174	283137at7147	db3a
2175	283159at7147	db3a
2176	283163at7147	db3a
2177	283360at7147	db3a
2178	285312at7147	db3a
2179	286182at7147	db3a
2180	286257at7147	db3a
2181	287289at7147	db3a
2182	287401at7147	db3a
2183	287488at7147	db3a
2184	287523at7147	db3a
2185	287631at7147	db3a
2186	287656at7147	db3a
2187	287742at7147	db3a
2188	288771at7147	db3a
2189	288845at7147	db3a
2190	289134at7147	db3a
2191	289959at7147	db3a
2192	291775at7147	db3a
2193	291799at7147	db3a
2194	291969at7147	db3a
2195	292516at7147	db3a
2196	292686at7147	db3a
2197	292807at7147	db3a
2198	293743at7147	db3a
2199	293958at7147	db3a
2200	294036at7147	db3a
2201	294341at7147	db3a
2202	294953at7147	db3a
2203	29535at7147	db3a
2204	295714at7147	db3a
2205	295841at7147	db3a
2206	296064at7147	db3a
2207	297610at7147	db3a
2208	297773at7147	db3a
2209	298096at7147	db3a
2210	301031at7147	db3a
2211	302001at7147	db3a
2212	302131at7147	db3a
2213	302345at7147	db3a
2214	302479at7147	db3a
2215	302595at7147	db3a
2216	303810at7147	db3a
2217	305005at7147	db3a
2218	305895at7147	db3a
2219	307255at7147	db3a
2220	307277at7147	db3a
2221	307987at7147	db3a
2222	308630at7147	db3a
2223	308668at7147	db3a
2224	309228at7147	db3a
2225	309394at7147	db3a
2226	309613at7147	db3a
2227	309709at7147	db3a
2228	310082at7147	db3a
2229	310764at7147	db3a
