species	accession	chromosome	busco_odb12_complete_count	chromosome_size_b
Coelopa_frigida	GCA_017309665.1	CM029565.1	747	43627674
Coelopa_frigida	GCA_017309665.1	CM029566.1	27	2635457
Coelopa_pilipes	GCA_947389925.1	OX376696.1	830	74779852
Coelopa_pilipes	GCA_947389925.1	OX376697.1	1250	50975855
Coelopa_pilipes	GCA_947389925.1	OX376698.1	941	47252759
Coelopa_pilipes	GCA_947389925.1	OX376699.1	975	43165800
Coelopa_pilipes	GCA_947389925.1	OX376700.1	913	37343302
Coelopa_pilipes	GCA_947389925.1	OX376701.1	32	3704897
Coelopa_pilipes	GCA_947389925.1	OX376702.1	0	3407832
Conops_quadrifasciatus	GCA_949752815.1	OX457077.1	926	47946236
Conops_quadrifasciatus	GCA_949752815.1	OX457078.1	1254	41704800
Conops_quadrifasciatus	GCA_949752815.1	OX457079.1	965	39758196
Conops_quadrifasciatus	GCA_949752815.1	OX457080.1	823	34490913
Conops_quadrifasciatus	GCA_949752815.1	OX457081.1	893	33513057
Conops_quadrifasciatus	GCA_949752815.1	OX457082.1	25	11615826
Conops_quadrifasciatus	GCA_949752815.1	OX457083.1	0	1225185
Cordilura_impudica	GCA_963682025.1	OY821517.1	1270	372685034
Cordilura_impudica	GCA_963682025.1	OY821518.1	832	307400245
Cordilura_impudica	GCA_963682025.1	OY821519.1	964	253737357
Cordilura_impudica	GCA_963682025.1	OY821520.1	921	252426069
Cordilura_impudica	GCA_963682025.1	OY821521.1	948	208910834
Cordilura_impudica	GCA_963682025.1	OY821522.1	6	48098943
Coremacera_marginata	GCA_914767935.1	OU612043.1	1244	252586203
Coremacera_marginata	GCA_914767935.1	OU612044.1	931	198134899
Coremacera_marginata	GCA_914767935.1	OU612045.1	823	184110224
Coremacera_marginata	GCA_914767935.1	OU612046.1	902	170640157
Coremacera_marginata	GCA_914767935.1	OU612047.1	973	162576309
Coremacera_marginata	GCA_914767935.1	OU612048.1	32	10120810
Crataerina_pallida	GCA_949710015.1	OX453289.1	823	37350342
Crataerina_pallida	GCA_949710015.1	OX453290.1	1248	36168273
Crataerina_pallida	GCA_949710015.1	OX453291.1	907	31608065
Crataerina_pallida	GCA_949710015.1	OX453292.1	952	31342694
Crataerina_pallida	GCA_949710015.1	OX453293.1	936	30943858
Crataerina_pallida	GCA_949710015.1	OX453294.1	13	9635283
Criorhina_berberina	GCA_917880715.2	OU862870.1	1831	141443789
Criorhina_berberina	GCA_917880715.2	OU862871.1	1828	136888952
Criorhina_berberina	GCA_917880715.2	OU862872.1	1244	118092167
Criorhina_berberina	GCA_917880715.2	OU862873.1	66	12822863
Criorhina_ranunculi	GCA_951813785.1	OX638381.1	1239	90518639
Criorhina_ranunculi	GCA_951813785.1	OX638382.1	971	67101026
Criorhina_ranunculi	GCA_951813785.1	OX638383.1	896	65719635
Criorhina_ranunculi	GCA_951813785.1	OX638384.1	860	63768416
Criorhina_ranunculi	GCA_951813785.1	OX638385.1	916	55360379
Criorhina_ranunculi	GCA_951813785.1	OX638386.1	60	10179718
Culex_laticinctus	GCA_964187845.1	OZ076405.1	1787	334975463
Culex_laticinctus	GCA_964187845.1	OZ076406.1	1797	291894813
Culex_laticinctus	GCA_964187845.1	OZ076407.1	1172	200656089
Culex_modestus	GCA_964213205.1	OZ171996.1	1122	151547019
Culex_modestus	GCA_964213205.1	OZ171994.1	1715	269173926
Culex_modestus	GCA_964213205.1	OZ171995.1	1708	246156793
Culex_perexiguus	GCA_964243045.1	OZ175957.1	1767	165885053
Culex_perexiguus	GCA_964243045.1	OZ175958.1	1762	150416927
Culex_perexiguus	GCA_964243045.1	OZ175959.1	1149	109403336
Culex_pipiens	GCF_016801865.2	NC_068937.1	1091	139153999
Culex_pipiens	GCF_016801865.2	NC_068938.1	1644	224097512
Culex_pipiens	GCF_016801865.2	NC_068939.1	1684	186194774
Culex_quinquefasciatus	GCF_015732765.1	NC_051861.1	1081	132876167
Culex_quinquefasciatus	GCF_015732765.1	NC_051862.1	1763	225161840
Culex_quinquefasciatus	GCF_015732765.1	NC_051863.1	1764	201550677
Culex_theileri	GCA_964340515.1	OZ203899.1	1764	345734908
Culex_theileri	GCA_964340515.1	OZ203900.1	1730	280593608
Culex_theileri	GCA_964340515.1	OZ203901.1	1174	177391863
Culicoides_brevitarsis	GCF_036172545.1	NC_087085.1	1509	46604242
Culicoides_brevitarsis	GCF_036172545.1	NC_087086.1	1500	42964815
Culicoides_brevitarsis	GCF_036172545.1	NC_087087.1	1059	36017608
Dasysyrphus_albostriatus	GCA_946251815.1	OX276335.1	1288	249865697
Dasysyrphus_albostriatus	GCA_946251815.1	OX276336.1	1453	154042049
Dasysyrphus_albostriatus	GCA_946251815.1	OX276337.1	1300	145181668
Dasysyrphus_albostriatus	GCA_946251815.1	OX276338.1	853	88412347
Dasysyrphus_albostriatus	GCA_946251815.1	OX276339.1	60	22816230
Dasysyrphus_tricinctus	GCA_963921185.1	OY992530.1	1268	322848792
Dasysyrphus_tricinctus	GCA_963921185.1	OY992531.1	1274	264795841
Dasysyrphus_tricinctus	GCA_963921185.1	OY992532.1	1420	260388659
Dasysyrphus_tricinctus	GCA_963921185.1	OY992533.1	840	134610944
Dasysyrphus_tricinctus	GCA_963921185.1	OY992534.1	56	53019053
Delia_radicum	GCA_021234595.1	CM037851.1	1168	328483116
Delia_radicum	GCA_021234595.1	CM037852.1	813	247132447
Delia_radicum	GCA_021234595.1	CM037853.1	861	242504274
Delia_radicum	GCA_021234595.1	CM037854.1	741	241915331
Delia_radicum	GCA_021234595.1	CM037855.1	853	208954149
Delia_radicum	GCA_021234595.1	CM037856.1	17	12881041
Dexiosoma_caninum	GCA_963924685.1	OZ004725.1	1282	129631547
Dexiosoma_caninum	GCA_963924685.1	OZ004726.1	914	96802168
Dexiosoma_caninum	GCA_963924685.1	OZ004727.1	850	95842443
Dexiosoma_caninum	GCA_963924685.1	OZ004728.1	944	90809394
Dexiosoma_caninum	GCA_963924685.1	OZ004729.1	957	88721863
Dexiosoma_caninum	GCA_963924685.1	OZ004730.1	17	15034065
Dichetophora_obliterata	GCA_963920525.1	OY986435.1	1232	316535607
Dichetophora_obliterata	GCA_963920525.1	OY986436.1	802	268156038
Dichetophora_obliterata	GCA_963920525.1	OY986437.1	925	266481161
Dichetophora_obliterata	GCA_963920525.1	OY986438.1	966	217403395
Dichetophora_obliterata	GCA_963920525.1	OY986439.1	891	216240621
Dichetophora_obliterata	GCA_963920525.1	OY986440.1	30	24896312
Dilophus_febrilis	GCA_958336335.1	OY284468.1	1128	69467435
Dilophus_febrilis	GCA_958336335.1	OY284469.1	946	59614261
Dilophus_febrilis	GCA_958336335.1	OY284470.1	781	47804581
Dilophus_febrilis	GCA_958336335.1	OY284471.1	695	47041337
Dilophus_febrilis	GCA_958336335.1	OY284472.1	590	41264860
Dilophus_febrilis	GCA_958336335.1	OY284473.1	47	30953041
Dioctria_linearis	GCA_963930735.1	OZ005740.1	1015	352804369
Dioctria_linearis	GCA_963930735.1	OZ005741.1	1306	335692043
Dioctria_linearis	GCA_963930735.1	OZ005742.1	827	263086104
Dioctria_linearis	GCA_963930735.1	OZ005743.1	884	216567736
Dioctria_linearis	GCA_963930735.1	OZ005744.1	774	210703368
Dioctria_rufipes	GCA_963924295.1	OZ002740.1	1008	378815859
Dioctria_rufipes	GCA_963924295.1	OZ002741.1	1310	309490030
Dioctria_rufipes	GCA_963924295.1	OZ002742.1	841	208745215
Dioctria_rufipes	GCA_963924295.1	OZ002743.1	880	197630992
Dioctria_rufipes	GCA_963924295.1	OZ002744.1	356	152318727
Dioctria_rufipes	GCA_963924295.1	OZ002745.1	425	53053717
Diogma_glabrata	GCA_963693315.1	OY856186.1	1563	461908344
Diogma_glabrata	GCA_963693315.1	OY856187.1	1608	427865198
Diogma_glabrata	GCA_963693315.1	OY856188.1	1005	290091318
Diogma_glabrata	GCA_963693315.1	OY856189.1	37	24206716
Dolichopus_griseipennis	GCA_963082915.1	OY720441.1	1116	370326948
Dolichopus_griseipennis	GCA_963082915.1	OY720442.1	1010	148407772
Dolichopus_griseipennis	GCA_963082915.1	OY720443.1	903	131545929
Dolichopus_griseipennis	GCA_963082915.1	OY720444.1	758	108162684
Dolichopus_griseipennis	GCA_963082915.1	OY720445.1	728	90323934
Dolichopus_griseipennis	GCA_963082915.1	OY720446.1	54	9346544
Dolichopus_virgultorum	GCA_965140195.1	OZ222691.1	1157	335622954
Dolichopus_virgultorum	GCA_965140195.1	OZ222692.1	1034	135680635
Dolichopus_virgultorum	GCA_965140195.1	OZ222693.1	910	122974728
Dolichopus_virgultorum	GCA_965140195.1	OZ222694.1	772	108415106
Dolichopus_virgultorum	GCA_965140195.1	OZ222695.1	748	92462597
Dolichopus_virgultorum	GCA_965140195.1	OZ222696.1	41	7361999
Dolichopus_virgultorum	GCA_965140195.1	OZ222697.1	23	7059387
Drosophila_affinis	GCA_037356375.1	CM074799.1	954	23927763
Drosophila_affinis	GCA_037356375.1	CM074800.1	889	49203969
Drosophila_affinis	GCA_037356375.1	CM074801.1	20	1445284
Drosophila_affinis	GCA_037356375.1	CM074802.1	1794	67235559
Drosophila_albomicans	GCF_009650485.2	NC_047627.2	823	33597023
Drosophila_albomicans	GCF_009650485.2	NC_047628.2	891	30469903
Drosophila_albomicans	GCF_009650485.2	NC_047629.2	1947	55495487
Drosophila_albomicans	GCF_009650485.2	NC_047630.2	21	1839965
Drosophila_albomicans	GCF_009650485.2	NC_047631.2	1251	35291776
Drosophila_americana	GCA_030788265.1	CM061083.1	1126	39200649
Drosophila_americana	GCA_030788265.1	CM061084.1	885	27942935
Drosophila_americana	GCA_030788265.1	CM061085.1	776	30829601
Drosophila_americana	GCA_030788265.1	CM061086.1	858	27587546
Drosophila_americana	GCA_030788265.1	CM061087.1	21	1836789
Drosophila_americana	GCA_030788265.1	CM061088.1	785	32139017
Drosophila_ananassae	GCF_017639315.1	NC_057927.1	1246	30672755
Drosophila_ananassae	GCF_017639315.1	NC_057928.1	1005	27161637
Drosophila_ananassae	GCF_017639315.1	NC_057929.1	956	26427416
Drosophila_ananassae	GCF_017639315.1	NC_057930.1	908	28809199
Drosophila_ananassae	GCF_017639315.1	NC_057931.1	529	20566725
Drosophila_ananassae	GCF_017639315.1	NC_057932.1	277	22161957
Drosophila_athabasca	GCA_008121215.1	CM017793.1	1247	42973490
Drosophila_athabasca	GCA_008121215.1	CM017794.1	893	52101127
Drosophila_athabasca	GCA_008121215.1	CM017795.1	20	1524173
Drosophila_athabasca	GCA_008121215.1	CM017796.1	1794	67112822
Drosophila_bifasciata	GCA_009664405.1	CM019041.1	814	41219668
Drosophila_bifasciata	GCA_009664405.1	CM019042.1	837	48071510
Drosophila_bifasciata	GCA_009664405.1	CM019043.1	1718	48727604
Drosophila_bifasciata	GCA_009664405.1	CM019044.1	1234	45099064
Drosophila_bifasciata	GCA_009664405.1	CM019045.1	19	1363833
Drosophila_busckii	GCF_011750605.1	NC_046604.1	708	19111714
Drosophila_busckii	GCF_011750605.1	NC_046605.1	1005	24078396
Drosophila_busckii	GCF_011750605.1	NC_046606.1	921	20459230
Drosophila_busckii	GCF_011750605.1	NC_046607.1	1162	23496986
Drosophila_busckii	GCF_011750605.1	NC_046608.1	815	22692164
Drosophila_busckii	GCF_011750605.1	NC_046609.1	19	998951
Drosophila_funebris	GCA_958295475.1	OY282423.1	1252	30028665
Drosophila_funebris	GCA_958295475.1	OY282425.1	892	27408224
Drosophila_funebris	GCA_958295475.1	OY282426.1	1012	26827462
Drosophila_funebris	GCA_958295475.1	OY282427.1	962	23159685
Drosophila_funebris	GCA_958295475.1	OY282428.1	0	6711509
Drosophila_funebris	GCA_958295475.1	OY282424.1	773	29935806
Drosophila_funebris	GCA_958295475.1	OY282422.1	0	2849681
Drosophila_gunungcola	GCF_025200985.1	NC_069139.1	1237	31037916
Drosophila_helvetica	GCA_963969585.1	OZ018402.1	879	62130176
Drosophila_helvetica	GCA_963969585.1	OZ018403.1	1234	52272024
Drosophila_helvetica	GCA_963969585.1	OZ018404.1	945	23657263
Drosophila_helvetica	GCA_963969585.1	OZ018406.1	21	2135250
Drosophila_helvetica	GCA_963969585.1	OZ018401.1	1786	72532514
Drosophila_helvetica	GCA_963969585.1	OZ018405.1	0	4073478
Drosophila_histrio	GCA_958299025.2	OY282580.2	898	36521069
Drosophila_histrio	GCA_958299025.2	OY282581.2	1256	35077894
Drosophila_histrio	GCA_958299025.2	OY729166.1	999	30237926
Drosophila_histrio	GCA_958299025.2	OY729167.1	971	25958298
Drosophila_histrio	GCA_958299025.2	OY282582.1	785	58608496
Drosophila_immigrans	GCA_963583835.1	OY757143.1	908	39491659
Drosophila_immigrans	GCA_963583835.1	OY757142.1	1237	41606656
Drosophila_immigrans	GCA_963583835.1	OY757141.1	1952	51505423
Drosophila_immigrans	GCA_963583835.1	OY757145.1	20	2426915
Drosophila_immigrans	GCA_963583835.1	OY757144.1	828	36054436
Drosophila_kepulauana	GCA_023558455.1	CM042367.1	879	31604248
Drosophila_kepulauana	GCA_023558455.1	CM042368.1	1260	34564094
Drosophila_kepulauana	GCA_023558455.1	CM042369.1	1955	55283860
Drosophila_kepulauana	GCA_023558455.1	CM042370.1	17	1552407
Drosophila_kepulauana	GCA_023558455.1	CM042371.1	817	33291615
Drosophila_limbata	GCA_963924055.1	OZ001352.1	1251	35128532
Drosophila_limbata	GCA_963924055.1	OZ001353.1	893	32022855
Drosophila_limbata	GCA_963924055.1	OZ001354.1	985	29161486
Drosophila_limbata	GCA_963924055.1	OZ001355.1	965	25450101
Drosophila_limbata	GCA_963924055.1	OZ001356.1	19	7518768
Drosophila_limbata	GCA_963924055.1	OZ001351.1	763	37002035
Drosophila_lowei	GCA_008121275.1	CM017777.1	1165	48132706
Drosophila_lowei	GCA_008121275.1	CM017778.1	950	24430087
Drosophila_lowei	GCA_008121275.1	CM017779.1	837	31032897
Drosophila_lowei	GCA_008121275.1	CM017780.1	21	1606711
Drosophila_lowei	GCA_008121275.1	CM017781.1	1750	73251623
Drosophila_madeirensis	GCA_040893045.1	AP029266.1	814	24006601
Drosophila_madeirensis	GCA_040893045.1	AP029267.1	954	20557154
Drosophila_madeirensis	GCA_040893045.1	AP029265.1	989	24201710
Drosophila_madeirensis	GCA_040893045.1	AP029263.1	1249	30799563
Drosophila_madeirensis	GCA_040893045.1	AP029264.1	904	26201808
Drosophila_madeirensis	GCA_040893045.1	AP029268.1	21	1488072
Drosophila_mauritiana	GCF_004382145.1	NC_046667.1	884	24228064
Drosophila_mauritiana	GCF_004382145.1	NC_046668.1	979	23535060
Drosophila_mauritiana	GCF_004382145.1	NC_046669.1	999	26143691
Drosophila_mauritiana	GCF_004382145.1	NC_046670.1	1244	28872862
Drosophila_mauritiana	GCF_004382145.1	NC_046671.1	20	1160600
Drosophila_mauritiana	GCF_004382145.1	NC_046672.1	829	23222241
Drosophila_melanogaster	GCF_000001215.4	NC_004354.4	835	23542271
Drosophila_melanogaster	GCF_000001215.4	NT_033779.5	883	23513712
Drosophila_melanogaster	GCF_000001215.4	NT_033778.4	984	25286936
Drosophila_melanogaster	GCF_000001215.4	NT_037436.4	1006	28110227
Drosophila_melanogaster	GCF_000001215.4	NT_033777.3	1246	32079331
Drosophila_melanogaster	GCF_000001215.4	NC_004353.4	21	1348131
Drosophila_melanogaster	GCF_000001215.4	NC_024512.1	0	3667352
Drosophila_miranda	GCF_003369915.1	NC_046673.1	678	25342487
Drosophila_miranda	GCF_003369915.1	NC_046674.1	1087	52279357
Drosophila_miranda	GCF_003369915.1	NC_046675.1	1232	35263383
Drosophila_miranda	GCF_003369915.1	NC_046676.1	246	25306191
Drosophila_miranda	GCF_003369915.1	NC_046677.1	895	32539841
Drosophila_miranda	GCF_003369915.1	NC_046678.1	21	2366016
Drosophila_nasuta	GCF_023558535.2	NC_083455.1	860	28690150
Drosophila_nasuta	GCF_023558535.2	NC_083456.1	1243	33885645
Drosophila_nasuta	GCF_023558535.2	NC_083457.1	1940	55283848
Drosophila_nasuta	GCF_023558535.2	NC_083458.1	21	2061818
Drosophila_nasuta	GCF_023558535.2	NC_083459.1	804	32961092
Drosophila_nebulosa	GCA_024703675.1	CM045724.1	794	26875359
Drosophila_nebulosa	GCA_024703675.1	CM045725.1	958	25757626
Drosophila_obscura	GCA_964023925.1	OZ030368.1	882	41616706
Drosophila_obscura	GCA_964023925.1	OZ030369.1	1257	40373092
Drosophila_obscura	GCA_964023925.1	OZ030371.1	982	24708216
Drosophila_obscura	GCA_964023925.1	OZ030372.1	957	22859886
Drosophila_obscura	GCA_964023925.1	OZ030373.1	21	2771339
Drosophila_obscura	GCA_964023925.1	OZ030370.1	801	36451097
Drosophila_pallidifrons	GCA_023558445.1	CM042347.1	858	29503240
Drosophila_pallidifrons	GCA_023558445.1	CM042348.1	1240	37973042
Drosophila_pallidifrons	GCA_023558445.1	CM042349.1	1923	55584481
Drosophila_pallidifrons	GCA_023558445.1	CM042350.1	17	3067770
Drosophila_pallidifrons	GCA_023558445.1	CM042351.1	785	32839655
Drosophila_phalerata	GCA_951394115.2	OX596004.2	992	41279904
Drosophila_phalerata	GCA_951394115.2	OX596005.2	1260	36533264
Drosophila_phalerata	GCA_951394115.2	OX596008.2	891	34412592
Drosophila_phalerata	GCA_951394115.2	OY729850.1	969	27410027
Drosophila_phalerata	GCA_951394115.2	OY729851.1	20	3089799
Drosophila_phalerata	GCA_951394115.2	OX596006.1	815	50316797
Drosophila_phalerata	GCA_951394115.2	OX596007.1	0	3331318
Drosophila_pseudoobscura	GCF_009870125.1	NC_046679.1	1240	32422566
Drosophila_pseudoobscura	GCF_009870125.1	NC_046680.1	964	23510042
Drosophila_pseudoobscura	GCF_009870125.1	NC_046681.1	900	30706867
Drosophila_pseudoobscura	GCF_009870125.1	NC_046682.1	21	1881070
Drosophila_pseudoobscura	GCF_009870125.1	NC_046683.1	1793	68158638
Drosophila_santomea	GCF_016746245.2	NC_053016.2	940	27915280
Drosophila_santomea	GCF_016746245.2	NC_053017.2	873	22646313
Drosophila_santomea	GCF_016746245.2	NC_053018.2	999	25621868
Drosophila_santomea	GCF_016746245.2	NC_053019.2	1244	29038104
Drosophila_santomea	GCF_016746245.2	NC_053020.2	21	1429326
Drosophila_santomea	GCF_016746245.2	NC_053021.2	825	22631256
Drosophila_sechellia	GCF_004382195.2	NC_045949.1	891	24956976
Drosophila_sechellia	GCF_004382195.2	NC_045950.1	964	21536224
Drosophila_sechellia	GCF_004382195.2	NC_045951.1	1003	28131630
Drosophila_sechellia	GCF_004382195.2	NC_045952.1	1246	30464902
Drosophila_sechellia	GCF_004382195.2	NC_045953.1	20	1277805
Drosophila_sechellia	GCF_004382195.2	NC_045954.1	829	22909512
Drosophila_simulans	GCF_016746395.2	NC_052520.2	889	23857595
Drosophila_simulans	GCF_016746395.2	NC_052521.2	973	22319025
Drosophila_simulans	GCF_016746395.2	NC_052522.2	1001	23399903
Drosophila_simulans	GCF_016746395.2	NC_052523.2	1245	28149585
Drosophila_simulans	GCF_016746395.2	NC_052524.2	21	1146867
Drosophila_simulans	GCF_016746395.2	NC_052525.2	820	22032822
Drosophila_subobscura	GCF_008121235.1	NC_048530.1	806	24182865
Drosophila_subobscura	GCF_008121235.1	NC_048531.1	947	20343353
Drosophila_subobscura	GCF_008121235.1	NC_048532.1	978	23815339
Drosophila_subobscura	GCF_008121235.1	NC_048533.1	1251	30159154
Drosophila_subobscura	GCF_008121235.1	NC_048534.1	906	25941769
Drosophila_subobscura	GCF_008121235.1	NC_048535.1	21	1505893
Drosophila_sulfurigaster	GCF_023558435.1	NC_084881.1	883	30983057
Drosophila_sulfurigaster	GCF_023558435.1	NC_084882.1	1234	37627869
Drosophila_sulfurigaster	GCF_023558435.1	NC_084883.1	1955	56209854
Drosophila_sulfurigaster	GCF_023558435.1	NC_084884.1	20	2495194
Drosophila_sulfurigaster	GCF_023558435.1	NC_084885.1	813	33386403
Drosophila_teissieri	GCF_016746235.2	NC_053029.1	919	28277466
Drosophila_teissieri	GCF_016746235.2	NC_053030.1	894	23768293
Drosophila_teissieri	GCF_016746235.2	NC_053031.1	995	24551875
Drosophila_teissieri	GCF_016746235.2	NC_053032.1	1245	32100711
Drosophila_teissieri	GCF_016746235.2	NC_053033.1	20	1428144
Drosophila_teissieri	GCF_016746235.2	NC_053034.1	819	23880222
Drosophila_triauraria	GCA_014170255.2	CM024333.1	759	35002973
Drosophila_triauraria	GCA_014170255.2	CM024334.1	679	27381225
Drosophila_triauraria	GCA_014170255.2	CM024335.1	768	22066879
Drosophila_triauraria	GCA_014170255.2	CM024336.1	884	34538105
Drosophila_triauraria	GCA_014170255.2	CM024337.1	1185	37891417
Drosophila_triauraria	GCA_014170255.2	CM024332.1	17	1686647
Drosophila_willistoni	GCF_018902025.1	NC_061086.1	1255	33854152
Drosophila_yakuba	GCF_016746365.2	NC_052526.2	828	24674056
Drosophila_yakuba	GCF_016746365.2	NC_052527.2	946	31052931
Drosophila_yakuba	GCF_016746365.2	NC_052528.2	913	23815334
Drosophila_yakuba	GCF_016746365.2	NC_052529.2	999	25180761
Drosophila_yakuba	GCF_016746365.2	NC_052530.2	1250	30730773
Drosophila_yakuba	GCF_016746365.2	NC_052531.2	21	1429802
Dryomyza_anilis	GCA_951804985.1	OX638130.1	918	131452544
Dryomyza_anilis	GCA_951804985.1	OX638131.1	863	115260002
Dryomyza_anilis	GCA_951804985.1	OX638132.1	1251	106770135
Dryomyza_anilis	GCA_951804985.1	OX638133.1	919	103599909
Dryomyza_anilis	GCA_951804985.1	OX638134.1	969	90547809
Dryomyza_anilis	GCA_951804985.1	OX638135.1	24	82254885
Dryomyza_anilis	GCA_951804985.1	OX638136.1	0	23200724
Dysmachus_trigonus	GCA_949715965.1	OX454319.1	1014	101304487
Dysmachus_trigonus	GCA_949715965.1	OX454320.1	1261	96552622
Dysmachus_trigonus	GCA_949715965.1	OX454321.1	777	83729593
Dysmachus_trigonus	GCA_949715965.1	OX454322.1	835	82698269
Dysmachus_trigonus	GCA_949715965.1	OX454323.1	840	75120246
Dysmachus_trigonus	GCA_949715965.1	OX454324.1	94	8724202
Dysmachus_trigonus	GCA_949715965.1	OX454325.1	0	1518017
Empis_livida	GCA_963932195.1	OZ010645.1	1170	62079460
Empis_livida	GCA_963932195.1	OZ010646.1	949	61118452
Empis_livida	GCA_963932195.1	OZ010647.1	945	55110847
Empis_livida	GCA_963932195.1	OZ010648.1	882	52008571
Empis_livida	GCA_963932195.1	OZ010649.1	771	46681189
Empis_livida	GCA_963932195.1	OZ010650.1	20	2124543
Empis_stercorea	GCA_949752835.1	OX457085.1	909	89285426
Empis_stercorea	GCA_949752835.1	OX457086.1	1157	65543711
Empis_stercorea	GCA_949752835.1	OX457087.1	859	62206697
Empis_stercorea	GCA_949752835.1	OX457088.1	947	59652030
Empis_stercorea	GCA_949752835.1	OX457089.1	776	55112753
Empis_stercorea	GCA_949752835.1	OX457090.1	46	5356910
Empis_stercorea	GCA_949752835.1	OX457091.1	0	2380022
Epicampocera_succincta	GCA_932526305.1	OW052034.1	1292	97514045
Epicampocera_succincta	GCA_932526305.1	OW052035.1	977	76647903
Epicampocera_succincta	GCA_932526305.1	OW052036.1	959	71351756
Epicampocera_succincta	GCA_932526305.1	OW052037.1	853	68236794
Epicampocera_succincta	GCA_932526305.1	OW052038.1	924	61369290
Epicampocera_succincta	GCA_932526305.1	OW052039.1	18	13943292
Epicampocera_succincta	GCA_932526305.1	OW052040.1	0	7372806
Epistrophe_eligans	GCA_951394125.1	OX596028.1	1311	114255398
Epistrophe_eligans	GCA_951394125.1	OX596029.1	1454	111598366
Epistrophe_eligans	GCA_951394125.1	OX596030.1	1297	100956546
Epistrophe_eligans	GCA_951394125.1	OX596031.1	844	59794574
Epistrophe_eligans	GCA_951394125.1	OX596032.1	63	10904790
Epistrophe_grossulariae	GCA_929447395.1	OV839566.1	1290	166037559
Epistrophe_grossulariae	GCA_929447395.1	OV839567.1	1303	157473245
Epistrophe_grossulariae	GCA_929447395.1	OV839568.1	1427	140487554
Epistrophe_grossulariae	GCA_929447395.1	OV839569.1	846	78506989
Epistrophe_grossulariae	GCA_929447395.1	OV839570.1	62	11214205
Epistrophella_euchroma	GCA_947049315.1	OX346245.1	1297	160760047
Epistrophella_euchroma	GCA_947049315.1	OX346246.1	1305	160672062
Epistrophella_euchroma	GCA_947049315.1	OX346247.1	1429	125373984
Epistrophella_euchroma	GCA_947049315.1	OX346248.1	849	66029725
Epistrophella_euchroma	GCA_947049315.1	OX346249.1	62	8843431
Epistrophella_euchroma	GCA_947049315.1	OX346250.1	0	1630733
Episyrphus_balteatus	GCF_945859705.1	NC_079134.1	1276	176573265
Episyrphus_balteatus	GCF_945859705.1	NC_079135.1	1453	133640122
Episyrphus_balteatus	GCF_945859705.1	NC_079136.1	1294	130410038
Episyrphus_balteatus	GCF_945859705.1	NC_079137.1	851	83506989
Episyrphus_balteatus	GCF_945859705.1	NC_079138.1	63	9603207
Eristalinus_aeneus	GCA_955652365.1	OY019130.1	1222	131691179
Eristalinus_aeneus	GCA_955652365.1	OY019131.1	875	100305615
Eristalinus_aeneus	GCA_955652365.1	OY019132.1	930	85846282
Eristalinus_aeneus	GCA_955652365.1	OY019133.1	856	79051686
Eristalinus_aeneus	GCA_955652365.1	OY019134.1	973	78373126
Eristalinus_aeneus	GCA_955652365.1	OY019135.1	65	6563250
Eristalinus_sepulchralis	GCA_944738645.1	OX122882.1	1220	97029388
Eristalinus_sepulchralis	GCA_944738645.1	OX122883.1	895	73807632
Eristalinus_sepulchralis	GCA_944738645.1	OX122884.1	927	66496560
Eristalinus_sepulchralis	GCA_944738645.1	OX122885.1	969	63881323
Eristalinus_sepulchralis	GCA_944738645.1	OX122886.1	852	63557494
Eristalinus_sepulchralis	GCA_944738645.1	OX122887.1	66	8949454
Eristalis_arbustorum	GCA_916610145.1	OU744316.1	1228	115465858
Eristalis_arbustorum	GCA_916610145.1	OU744317.1	889	83540506
Eristalis_arbustorum	GCA_916610145.1	OU744318.1	960	78272982
Eristalis_arbustorum	GCA_916610145.1	OU744319.1	855	74457133
Eristalis_arbustorum	GCA_916610145.1	OU744320.1	919	66425613
Eristalis_arbustorum	GCA_916610145.1	OU744321.1	67	8826094
Eristalis_intricaria	GCA_964034865.1	OZ035873.1	1220	167087019
Eristalis_intricaria	GCA_964034865.1	OZ035874.1	898	97239303
Eristalis_intricaria	GCA_964034865.1	OZ035875.1	973	91593691
Eristalis_intricaria	GCA_964034865.1	OZ035876.1	921	88411979
Eristalis_intricaria	GCA_964034865.1	OZ035877.1	851	81882739
Eristalis_intricaria	GCA_964034865.1	OZ035878.1	68	26540198
Eristalis_pertinax	GCA_907269125.1	OU026145.1	1208	135593448
Eristalis_pertinax	GCA_907269125.1	OU026146.1	898	79216483
Eristalis_pertinax	GCA_907269125.1	OU026147.1	967	77495269
Eristalis_pertinax	GCA_907269125.1	OU026148.1	863	73956772
Eristalis_pertinax	GCA_907269125.1	OU026149.1	914	72030237
Eristalis_pertinax	GCA_907269125.1	OU026150.1	65	14445331
Eristalis_pertinax	GCA_907269125.1	OU026151.1	0	3185374
Eristalis_tenax	GCA_905231855.2	HG993124.1	1222	140698496
Eristalis_tenax	GCA_905231855.2	HG993125.1	899	97827481
Eristalis_tenax	GCA_905231855.2	HG993126.1	966	77068984
Eristalis_tenax	GCA_905231855.2	HG993127.1	846	66305515
Eristalis_tenax	GCA_905231855.2	HG993128.1	918	65930618
Eristalis_tenax	GCA_905231855.2	HG993129.1	68	16180041
Eudasyphora_cyanicolor	GCA_963930755.1	OZ005734.1	1279	365315121
Eudasyphora_cyanicolor	GCA_963930755.1	OZ005735.1	972	295723576
